pt_graph landings
4587 0
4630 0
4632 0
4673 0
4674 0
4675 0
4714 0
4715 0
4751 0
4752 0
4790 0
4791 0
4792 0
4793 0
4830 0
4831 0
4832 0
4833 0
4870 0
4871 0
4872 0
4873 0
4915 0
4916 0
4917 0
4918 0
4966 0
4967 0
4968 0
4969 0
5023 0
5024 0
5025 0
5026 0
5081 0
5082 0
5083 0
5084 0
5085 0
5140 0
5141 0
5142 0
5143 0
5195 0
5196 0
5197 0
5198 0
5199 0
5244 0
5245 0
5246 0
5247 0
5293 0
5294 0
5295 0
5296 0
5343 0
5344 0
5345 0
5346 0
5392 0
5393 0
5394 0
5395 0
5396 0
5442 0
5443 0
5444 0
5445 0
5446 0
5494 0
5495 0
5496 0
5497 0
5545 0
5546 0
5547 0
5548 0
5597 0
5598 0
5599 0
5600 0
5650 0
5651 0
5652 0
5653 0
5703 0
5704 0
5705 0
5755 0
5756 0
5757 0
5809 0
5810 0
5862 0
5863 0
5864 0
5915 0
5916 0
5917 0
5970 0
5971 0
5972 0
5973 0
6027 0
6028 0
6082 0
6083 0
6084 0
6085 0
6140 0
6141 0
6142 0
6143 0
6144 0
6198 0
6199 0
6200 0
6201 0
6202 0
6257 0
6258 0
6259 0
6260 0
6261 0
6262 0
6263 0
6317 0
6318 0
6319 0
6320 0
6321 0
6322 0
6377 0
6378 0
6379 0
6380 0
6381 0
6382 0
6383 0
6438 0
6439 0
6440 0
6441 0
6442 0
6443 0
6500 0
6501 0
6502 0
6503 0
6504 0
6505 0
6561 0
6562 0
6563 0
6564 0
6565 0
6566 0
6567 0
6623 0
6624 0
6625 0
6626 0
6627 0
6628 0
6682 0
6683 0
6684 0
6685 0
6686 0
6687 0
6743 0
6744 0
6745 0
6746 0
6747 0
6802 0
6803 0
6804 0
6805 0
6806 0
6807 0
6862 0
6863 0
6864 0
6865 0
6920 0
6921 0
6922 0
6980 0
6981 0
6982 0
7039 0
7040 0
7041 0
7042 0
7100 0
7101 0
7102 0
7103 0
7162 0
7163 0
7164 0
7165 0
7225 0
7226 0
7227 0
7228 0
7288 0
7289 0
7290 0
7350 0
7351 0
7352 0
7353 0
7354 0
7414 0
7415 0
7416 0
7417 0
7477 0
7478 0
7479 0
7480 0
7481 0
7530 0
7540 0
7541 0
7542 0
7543 0
7544 0
7545 0
7546 0
7595 0
7596 0
7597 0
7605 0
7606 0
7607 0
7608 0
7609 0
7610 0
7642 0
7660 0
7661 0
7662 0
7663 0
7669 0
7670 0
7671 0
7672 0
7673 0
7674 0
7675 0
7707 0
7708 0
7709 0
7726 0
7727 0
7728 0
7729 0
7733 0
7734 0
7735 0
7736 0
7737 0
7738 0
7739 0
7740 0
7772 0
7773 0
7774 0
7775 0
7791 0
7792 0
7793 0
7794 0
7795 0
7796 0
7797 0
7837 0
7838 0
7839 0
7840 0
7857 0
7858 0
7859 0
7860 0
7861 0
7903 0
7904 0
7905 0
7906 0
7923 0
7924 0
7925 0
7965 0
7967 0
7968 0
7969 0
7970 0
7971 0
7987 0
7988 0
7989 0
8029 0
8030 0
8031 0
8032 0
8033 0
8034 0
8035 0
8036 0
8051 0
8052 0
8053 0
8090 0
8091 0
8092 0
8093 0
8094 0
8095 0
8096 0
8097 0
8098 0
8099 0
8100 0
8114 0
8115 0
8116 0
8153 0
8154 0
8155 0
8156 0
8157 0
8158 0
8159 0
8160 0
8161 0
8162 0
8163 0
8176 0
8177 0
8178 0
8215 0
8216 0
8217 0
8218 0
8219 0
8220 0
8221 0
8222 0
8223 0
8224 0
8225 0
8226 0
8238 0
8239 0
8240 0
8275 0
8276 0
8277 0
8278 0
8279 0
8280 0
8281 0
8282 0
8283 0
8284 0
8285 0
8297 0
8298 0
8299 0
8300 0
8333 0
8334 0
8335 0
8336 0
8337 0
8338 0
8339 0
8340 0
8341 0
8342 0
8354 0
8355 0
8356 0
8357 0
8390 0
8391 0
8392 0
8393 0
8394 0
8395 0
8396 0
8397 0
8398 0
8399 0
8411 0
8412 0
8413 0
8444 0
8445 0
8446 0
8447 0
8448 0
8449 0
8450 0
8451 0
8452 0
8463 0
8464 0
8465 0
8466 0
8498 0
8500 0
8504 0
8505 0
8506 0
8514 0
8516 0
8517 0
8518 0
8519 0
8520 0
8556 0
8557 0
8558 0
8563 0
8564 0
8565 0
8566 0
8567 0
8568 0
8569 0
8570 0
8571 0
8606 0
8607 0
8608 0
8609 0
8614 0
8615 0
8616 0
8617 0
8618 0
8619 0
8620 0
8621 0
8651 0
8652 0
8653 0
8654 0
8660 0
8661 0
8662 0
8663 0
8664 0
8665 0
8694 0
8695 0
8696 0
8697 0
8698 0
8703 0
8704 0
8705 0
8706 0
8707 0
8708 0
8709 0
8738 0
8739 0
8740 0
8741 0
8742 0
8748 0
8749 0
8750 0
8751 0
8783 0
8784 0
8785 0
8786 0
8787 0
8793 0
8794 0
8795 0
8827 0
8828 0
8829 0
8830 0
8831 0
8832 0
8839 0
8840 0
8873 0
8874 0
8875 0
8876 0
8877 0
8878 0
8884 0
8885 0
8916 0
8917 0
8918 0
8919 0
8920 0
8921 0
8927 0
8928 0
8956 0
8957 0
8958 0
8959 0
8960 0
8961 0
8962 0
8966 0
8967 0
8968 0
8969 0
8995 0
8996 0
8997 0
8998 0
8999 0
9000 0
9001 0
9002 0
9003 0
9004 0
9005 0
9006 0
9007 0
9008 0
9009 0
9010 0
9011 0
9034 0
9036 0
9037 0
9038 0
9039 0
9040 0
9041 0
9042 0
9044 0
9045 0
9046 0
9047 0
9048 0
9049 0
9050 0
9073 0
9074 0
9076 0
9077 0
9078 0
9079 0
9080 0
9081 0
9082 0
9083 0
9086 0
9087 0
9088 0
9089 0
9090 0
9091 0
9114 0
9115 0
9116 0
9117 0
9118 0
9119 0
9120 0
9121 0
9122 0
9123 0
9124 0
9127 0
9128 0
9129 0
9130 0
9131 0
9132 0
9133 0
9154 0
9155 0
9156 0
9157 0
9158 0
9159 0
9160 0
9161 0
9162 0
9163 0
9164 0
9165 0
9166 0
9169 0
9170 0
9171 0
9172 0
9173 0
9174 0
9175 0
9176 0
9196 0
9197 0
9198 0
9199 0
9200 0
9201 0
9202 0
9203 0
9204 0
9205 0
9206 0
9207 0
9208 0
9211 0
9212 0
9213 0
9214 0
9215 0
9216 0
9217 0
9218 0
9239 0
9240 0
9241 0
9242 0
9243 0
9244 0
9245 0
9246 0
9247 0
9248 0
9249 0
9250 0
9251 0
9252 0
9255 0
9256 0
9257 0
9258 0
9259 0
9260 0
9261 0
9262 0
9285 0
9286 0
9287 0
9288 0
9289 0
9290 0
9291 0
9292 0
9293 0
9294 0
9295 0
9296 0
9297 0
9298 0
9299 0
9300 0
9301 0
9304 0
9305 0
9306 0
9307 0
9308 0
9309 0
9310 0
9311 0
9334 0
9335 0
9336 0
9337 0
9338 0
9339 0
9340 0
9341 0
9342 0
9343 0
9344 0
9345 0
9346 0
9347 0
9348 0
9349 0
9350 0
9351 0
9352 0
9355 0
9356 0
9357 0
9358 0
9359 0
9360 0
9361 0
9362 0
9363 0
9387 0
9388 0
9389 0
9390 0
9391 0
9392 0
9393 0
9395 0
9396 0
9397 0
9398 0
9399 0
9400 0
9401 0
9402 0
9403 0
9404 0
9405 0
9406 0
9407 0
9408 0
9409 0
9410 0
9411 0
9412 0
9413 0
9414 0
9415 0
9416 0
9417 0
9418 0
9443 0
9444 0
9445 0
9446 0
9447 0
9448 0
9449 0
9450 0
9451 0
9452 0
9453 0
9454 0
9455 0
9456 0
9457 0
9458 0
9459 0
9460 0
9461 0
9462 0
9463 0
9464 0
9465 0
9466 0
9467 0
9468 0
9469 0
9470 0
9471 0
9472 0
9473 0
9474 0
9475 0
9504 0
9505 0
9506 0
9507 0
9508 0
9509 0
9510 0
9511 0
9512 0
9513 0
9514 0
9515 0
9516 0
9517 0
9518 0
9519 0
9520 0
9521 0
9522 0
9523 0
9524 0
9525 0
9526 0
9527 0
9528 0
9529 0
9530 0
9531 0
9532 0
9533 0
9534 0
9535 0
9536 0
9537 0
9574 0
9575 0
9576 0
9577 0
9578 0
9579 0
9580 0
9581 0
9582 0
9583 0
9584 0
9585 0
9586 0
9587 0
9588 0
9589 0
9590 0
9591 0
9592 0
9593 0
9594 0
9595 0
9596 0
9597 0
9598 0
9599 0
9600 0
9601 0
9602 0
9603 0
9604 0
9605 0
9606 0
9607 0
9649 0
9650 0
9651 0
9652 0
9653 0
9654 0
9655 0
9656 0
9657 0
9658 0
9659 0
9660 0
9661 0
9662 0
9663 0
9664 0
9665 0
9666 0
9667 0
9668 0
9669 0
9670 0
9671 0
9672 0
9673 0
9674 0
9675 0
9676 0
9677 0
9678 0
9679 0
9680 0
9681 0
9682 0
9727 0
9728 0
9729 0
9730 0
9731 0
9732 0
9733 0
9734 0
9735 0
9736 0
9737 0
9738 0
9739 0
9740 0
9741 0
9742 0
9744 0
9745 0
9746 0
9747 0
9748 0
9749 0
9750 0
9751 0
9752 0
9753 0
9754 0
9755 0
9756 0
9757 0
9758 0
9759 0
9807 0
9808 0
9809 0
9810 0
9811 0
9812 0
9813 0
9814 0
9815 0
9816 0
9817 0
9818 0
9819 0
9820 0
9821 0
9822 0
9823 0
9825 0
9826 0
9827 0
9828 0
9829 0
9830 0
9831 0
9832 0
9833 0
9834 0
9835 0
9836 0
9837 0
9838 0
9839 0
9840 0
9889 0
9890 0
9891 0
9892 0
9893 0
9894 0
9895 0
9896 0
9897 0
9898 0
9899 0
9900 0
9901 0
9902 0
9903 0
9904 0
9907 0
9908 0
9909 0
