pt_graph abundance
49 0
49 0
49 0.0000124
49 0.0000124
49 0.0000124
49 0.0000124
49 0
49 0
49 0.0000124
49 0.0000124
49 0.0000124
49 0.0000124
49 0.0000124
49 0.0000124
65 0
65 0
65 0.0000124
65 0.0000124
65 0.0000124
65 0.0000124
65 0
65 0
65 0.0000124
65 0.0000124
65 0.0000124
65 0.0000124
65 0.0000124
65 0.0000124
82 0
82 0
82 0.0000124
82 0.0000124
82 0.0000124
82 0.0000124
82 0
82 0
82 0.0000124
82 0.0000124
82 0.0000124
82 0.0000124
82 0.0000124
82 0.0000124
101 0
101 0
101 0.0000124
101 0.0000124
101 0.0000124
101 0.0000124
101 0
101 0
101 0.0000124
101 0.0000124
101 0.0000124
101 0.0000124
101 0.0000124
101 0.0000124
102 0
102 0
102 0.0000124
102 0.0000124
102 0.0000124
102 0.0000124
102 0
102 0
102 0.0000124
102 0.0000124
102 0.0000124
102 0.0000124
102 0.0000124
102 0.0000124
122 0
122 0
122 0.0000124
122 0.0000124
122 0.0000124
122 0.0000124
122 0
122 0
122 0.0000124
122 0.0000124
122 0.0000124
122 0.0000124
122 0.0000124
122 0.0000124
123 0
123 0
123 0.0000124
123 0.0000124
123 0.0000124
123 0.0000124
123 0
123 0
123 0.0000124
123 0.0000124
123 0.0000124
123 0.0000124
123 0.0000124
123 0.0000124
124 0
124 0
124 0.0000124
124 0.0000124
124 0.0000124
124 0.0000124
124 0
124 0
124 0.0000124
124 0.0000124
124 0.0000124
124 0.0000124
124 0.0000124
124 0.0000124
128 0
128 0
128 0.0000124
128 0.0000124
128 0.0000124
128 0.0000124
128 0
128 0
128 0.0000124
128 0.0000124
128 0.0000124
128 0.0000124
128 0.0000124
128 0.0000124
129 0
129 0
129 0.0000124
129 0.0000124
129 0.0000124
129 0.0000124
129 0
129 0
129 0.0000124
129 0.0000124
129 0.0000124
129 0.0000124
129 0.0000124
129 0.0000124
130 0
130 0
130 0.0000124
130 0.0000124
130 0.0000124
130 0.0000124
130 0
130 0
130 0.0000124
130 0.0000124
130 0.0000124
130 0.0000124
130 0.0000124
130 0.0000124
146 0
146 0
146 0.0000124
146 0.0000124
146 0.0000124
146 0.0000124
146 0
146 0
146 0.0000124
146 0.0000124
146 0.0000124
146 0.0000124
146 0.0000124
146 0.0000124
147 0
147 0
147 0.0000124
147 0.0000124
147 0.0000124
147 0.0000124
147 0
147 0
147 0.0000124
147 0.0000124
147 0.0000124
147 0.0000124
147 0.0000124
147 0.0000124
150 0
150 0
150 0.0000124
150 0.0000124
150 0.0000124
150 0.0000124
150 0
150 0
150 0.0000124
150 0.0000124
150 0.0000124
150 0.0000124
150 0.0000124
150 0.0000124
151 0
151 0
151 0.0000124
151 0.0000124
151 0.0000124
151 0.0000124
151 0
151 0
151 0.0000124
151 0.0000124
151 0.0000124
151 0.0000124
151 0.0000124
151 0.0000124
152 0
152 0
152 0.0000124
152 0.0000124
152 0.0000124
152 0.0000124
152 0
152 0
152 0.0000124
152 0.0000124
152 0.0000124
