pt_graph coeff
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
155 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
179 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
180 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
181 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
182 0.1
205 0.5
205 0.5
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
205 0.1
206 0.5
206 0.5
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
206 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
209 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
210 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
211 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
230 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
231 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
233 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
234 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
235 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
236 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
238 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
239 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
240 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
241 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
242 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
273 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
274 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
275 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
276 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
277 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
278 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
279 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
280 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
281 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
282 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
283 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
284 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
285 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
319 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
320 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
321 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
322 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
323 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
324 0.1
