1|firm1|2|10.11|56.45
2|firm2|2|9.9|56.03
3|firm3|2|12.93|56.73
4|firm4|2|57.72|12
5|firm5|2|57.72|12
6|firm6|2|57.72|12
7|firm7|2|57.72|12
8|firm8|2|57.72|12
9|firm9|2|57.72|12
10|firm10|2|57.72|12
11|firm11|2|57.72|12
12|firm12|2|57.72|12
13|firm13|2|57.72|12
14|firm14|2|57.72|12
15|firm15|2|57.72|12
16|firm16|2|57.72|12
17|firm17|2|57.72|12
18|firm18|2|57.72|12
19|firm19|2|57.72|12
20|firm20|2|57.72|12
21|firm21|2|57.72|12
22|firm22|2|57.72|12
23|firm23|2|57.72|12
24|firm24|2|57.72|12
25|firm25|2|57.72|12
26|firm26|2|57.72|12
27|firm27|2|57.72|12
28|firm28|2|57.72|12
29|firm29|2|57.72|12
30|firm30|2|57.72|12
31|firm31|2|57.72|12
32|firm32|2|57.72|12
33|firm33|2|57.72|12
34|firm34|2|57.72|12
35|firm35|2|57.72|12
36|firm36|2|57.72|12
37|firm37|2|57.72|12
38|firm38|2|57.72|12
39|firm39|2|57.72|12
40|firm40|2|57.72|12
41|firm41|2|57.72|12
42|firm42|2|57.72|12
43|firm43|2|57.72|12
44|firm44|2|57.72|12
45|firm45|2|57.72|12
46|firm46|2|57.72|12
47|firm47|2|57.72|12
48|firm48|2|57.72|12
49|firm49|2|57.72|12
50|firm50|2|57.72|12
51|firm51|2|57.72|12
52|firm52|2|57.72|12
53|firm53|2|57.72|12
54|firm54|2|57.72|12
55|firm55|2|57.72|12
56|firm56|2|57.72|12
57|firm57|2|57.72|12
58|firm58|2|57.72|12
59|firm59|2|57.72|12
60|firm60|2|57.72|12
61|firm61|2|57.72|12
62|firm62|2|57.72|12
63|firm63|2|57.72|12
64|firm64|2|57.72|12
65|firm65|2|57.72|12
66|firm66|2|57.72|12
67|firm67|2|57.72|12
68|firm68|2|57.72|12
69|firm69|2|57.72|12
70|firm70|2|57.72|12
71|firm71|2|57.72|12
72|firm72|2|57.72|12
73|firm73|2|57.72|12
74|firm74|2|57.72|12
75|firm75|2|57.72|12
76|firm76|2|57.72|12
77|firm77|2|57.72|12
78|firm78|2|57.72|12
79|firm79|2|57.72|12
80|firm80|2|57.72|12
81|firm81|2|57.72|12
82|firm82|2|57.72|12
83|firm83|2|57.72|12
84|firm84|2|57.72|12
85|firm85|2|57.72|12
86|firm86|2|57.72|12
87|firm87|2|57.72|12
88|firm88|2|57.72|12
89|firm89|2|57.72|12
90|firm90|2|57.72|12
91|firm91|2|57.72|12
92|firm92|2|57.72|12
93|firm93|2|57.72|12
94|firm94|2|57.72|12
95|firm95|2|57.72|12
96|firm96|2|57.72|12
97|firm97|2|57.72|12
98|firm98|2|57.72|12
99|firm99|2|57.72|12
100|firm100|2|57.72|12
101|firm101|2|57.72|12
102|firm102|2|57.72|12
103|firm103|2|57.72|12
104|firm104|2|57.72|12
105|firm105|2|57.72|12
106|firm106|2|57.72|12
107|firm107|2|57.72|12
108|firm108|2|57.72|12
109|firm109|2|57.72|12
110|firm110|2|57.72|12
111|firm111|2|57.72|12
112|firm112|2|57.72|12
113|firm113|2|57.72|12
114|firm114|2|57.72|12
115|firm115|2|57.72|12
116|firm116|2|57.72|12
117|firm117|2|57.72|12
118|firm118|2|57.72|12
119|firm119|2|57.72|12
120|firm120|2|57.72|12
121|firm121|2|57.72|12
122|firm122|2|57.72|12
123|firm123|2|57.72|12
124|firm124|2|57.72|12
125|firm125|2|57.72|12
126|firm126|2|57.72|12
127|firm127|2|57.72|12
128|firm128|2|57.72|12
129|firm129|2|57.72|12
130|firm130|2|57.72|12
131|firm131|2|57.72|12
132|firm132|2|57.72|12
133|firm133|2|57.72|12
134|firm134|2|57.72|12
135|firm135|2|57.72|12
136|firm136|2|57.72|12
137|firm137|2|57.72|12
138|firm138|2|57.72|12
139|firm139|2|57.72|12
140|firm140|2|57.72|12
141|firm141|2|57.72|12
142|firm142|2|57.72|12
143|firm143|2|57.72|12
144|firm144|2|57.72|12
145|firm145|2|57.72|12
146|firm146|2|57.72|12
147|firm147|2|57.72|12
148|firm148|2|57.72|12
149|firm149|2|57.72|12
150|firm150|2|57.72|12
151|firm151|2|57.72|12
152|firm152|2|57.72|12
153|firm153|2|57.72|12
154|firm154|2|57.72|12
155|firm155|2|57.72|12
156|firm156|2|57.72|12
157|firm157|2|57.72|12
158|firm158|2|57.72|12
159|firm159|2|57.72|12
160|firm160|2|57.72|12
