0 11038 3
0 11039 3
0 11040 3
0 11148 3
0 11149 3
0 11150 3
0 11151 3
0 11152 3
0 11153 3
0 11154 3
0 11155 3
0 11156 3
0 11268 3
0 11269 3
0 11270 3
0 11271 3
0 11272 3
0 11273 3
0 11274 3
0 11275 3
0 11276 3
0 11277 3
0 11278 3
0 11390 3
0 11391 3
0 11392 3
0 11393 3
0 11394 3
0 11395 3
0 11396 3
0 11397 3
0 11398 3
0 11399 3
0 11400 3
0 11401 3
0 11402 3
0 11517 3
0 11518 3
0 11519 3
0 11520 3
0 11521 3
0 11522 3
0 11523 3
0 11524 3
0 11525 3
0 11526 3
0 11527 3
0 11528 3
0 11529 3
0 11530 3
0 11531 3
0 11532 3
0 11533 3
0 11534 3
0 11644 3
0 11645 3
0 11646 3
0 11647 3
0 11648 3
0 11649 3
0 11650 3
0 11651 3
0 11652 3
0 11653 3
0 11654 3
0 11655 3
0 11656 3
0 11657 3
0 11658 3
0 11659 3
0 11660 3
0 11661 3
0 11662 3
0 11773 3
0 11774 3
0 11775 3
0 11776 3
0 11777 3
0 11778 3
0 11779 3
0 11780 3
0 11781 3
0 11782 3
0 11783 3
0 11784 3
0 11785 3
0 11786 3
0 11787 3
0 11788 3
0 11789 3
0 11790 3
0 11791 3
0 11792 3
0 11793 3
0 11902 3
0 11903 3
0 11904 3
0 11905 3
0 11906 3
0 11907 3
0 11908 3
0 11909 3
0 11910 3
0 11911 3
0 11912 3
0 11913 3
0 11914 3
0 11915 3
0 11916 3
0 11917 3
0 11918 3
0 11919 3
0 11920 3
0 11921 3
0 11922 3
0 11923 3
0 11924 3
0 12026 3
0 12027 3
0 12028 3
0 12029 3
0 12030 3
0 12031 3
0 12032 3
0 12033 3
0 12034 3
0 12035 3
0 12036 3
0 12037 3
0 12038 3
0 12039 3
0 12040 3
0 12041 3
0 12042 3
0 12043 3
0 12044 3
0 12045 3
0 12046 3
0 12047 3
0 12048 3
0 12147 3
0 12148 3
0 12149 3
0 12150 3
0 12151 3
0 12152 3
0 12153 3
0 12154 3
0 12155 3
0 12156 3
0 12157 3
0 12158 3
0 12159 3
0 12160 3
0 12161 3
0 12162 3
0 12163 3
0 12164 3
0 12165 3
0 12166 3
0 12167 3
0 12168 3
0 12169 3
0 12170 3
0 12171 3
0 12270 3
0 12271 3
0 12272 3
0 12273 3
0 12274 3
0 12275 3
0 12276 3
0 12277 3
0 12278 3
0 12279 3
0 12280 3
0 12281 3
0 12282 3
0 12283 3
0 12284 3
0 12285 3
0 12286 3
0 12287 3
0 12288 3
0 12289 3
0 12290 3
0 12291 3
0 12292 3
0 12293 3
0 12294 3
0 12295 3
0 12296 3
0 12400 3
0 12401 3
0 12402 3
0 12403 3
0 12404 3
0 12405 3
0 12406 3
0 12407 3
0 12408 3
0 12409 3
0 12410 3
0 12411 3
0 12412 3
0 12413 3
0 12414 3
0 12415 3
0 12416 3
0 12417 3
0 12418 3
0 12419 3
0 12420 3
0 12421 3
0 12422 3
0 12423 3
0 12424 3
0 12425 3
0 12426 3
0 12427 3
0 12530 3
0 12531 3
0 12532 3
0 12533 3
0 12534 3
0 12535 3
0 12536 3
0 12537 3
0 12538 3
0 12539 3
0 12540 3
0 12541 3
0 12542 3
0 12543 3
0 12544 3
0 12545 3
0 12546 3
0 12547 3
0 12548 3
0 12549 3
0 12550 3
0 12551 3
0 12552 3
0 12553 3
0 12554 3
0 12555 3
0 12556 3
0 12557 3
0 12558 3
0 12559 3
0 12655 3
0 12656 3
0 12657 3
0 12658 3
0 12659 3
0 12660 3
0 12661 3
0 12662 3
0 12663 3
0 12664 3
0 12665 3
0 12666 3
0 12667 3
0 12669 3
0 12670 3
0 12671 3
0 12672 3
0 12673 3
0 12674 3
0 12675 3
0 12676 3
0 12677 3
0 12678 3
0 12679 3
0 12680 3
0 12681 3
0 12682 3
0 12770 3
0 12772 3
0 12773 3
0 12774 3
0 12775 3
0 12776 3
0 12777 3
0 12778 3
0 12779 3
0 12780 3
0 12781 3
0 12782 3
0 12783 3
0 12784 3
0 12785 3
0 12786 3
0 12787 3
0 12788 3
0 12789 3
0 12790 3
0 12791 3
0 12792 3
0 12793 3
0 12794 3
0 12795 3
0 12796 3
0 12797 3
0 12798 3
0 12799 3
0 12890 3
0 12891 3
0 12892 3
0 12893 3
0 12894 3
0 12895 3
0 12896 3
0 12897 3
0 12898 3
0 12899 3
0 12900 3
0 12902 3
0 12903 3
0 12905 3
0 12906 3
0 12907 3
0 12908 3
0 12909 3
0 12910 3
0 12911 3
0 12912 3
0 12913 3
0 12914 3
0 12915 3
0 13011 3
0 13012 3
0 13013 3
0 13014 3
0 13015 3
0 13016 3
0 13017 3
0 13018 3
0 13019 3
0 13020 3
0 13021 3
0 13022 3
0 13023 3
0 13024 3
0 13025 3
0 13026 3
0 13027 3
0 13028 3
0 13124 3
0 13125 3
0 13126 3
0 13127 3
0 13128 3
0 13129 3
0 13130 3
0 13131 3
0 13132 3
0 13133 3
0 13134 3
0 13135 3
0 13136 3
0 13228 3
0 13229 3
0 13230 3
0 13231 3
0 13232 3
0 13233 3
0 13234 3
0 13236 3
0 13326 3
0 13327 3
0 13328 3
0 13329 3
0 13330 3
0 13331 3
0 13332 3
0 13410 3
0 13411 3
0 13412 3
0 13413 3
0 13414 3
0 13492 3
0 13493 3
0 13560 3
0 13561 3
0 13620 3
0 13677 3
0 13733 3
0 13786 3
0 13839 3
0 13840 3
0 13895 3
0 13896 3
0 13953 3
0 19528 3
0 9544 3
0 9545 3
0 9546 3
0 9547 3
0 9548 3
0 9549 3
0 9615 3
0 9616 3
0 9617 3
0 9618 3
0 9619 3
0 9620 3
0 9621 3
0 9622 3
0 9623 3
0 9691 3
0 9692 3
0 9693 3
0 9694 3
0 9695 3
0 9696 3
0 9697 3
0 9698 3
0 9699 3
0 9700 3
0 9769 3
0 9770 3
0 9771 3
0 9772 3
0 9773 3
0 9774 3
0 9775 3
0 9776 3
0 9777 3
0 9778 3
0 9779 3
0 9851 3
0 9852 3
0 9853 3
0 9854 3
0 9855 3
0 9856 3
0 9857 3
0 9858 3
0 9859 3
0 9860 3
0 9933 3
0 9934 3
0 9935 3
0 9936 3
0 9937 3
0 9938 3
0 9939 3
0 9940 3
0 9941 3
0 10014 3
0 10015 3
0 10016 3
0 10017 3
0 10018 3
0 10019 3
0 10020 3
0 10021 3
0 10022 3
0 10023 3
0 10097 3
0 10098 3
0 10099 3
0 10100 3
0 10101 3
0 10102 3
0 10103 3
0 10178 3
0 10179 3
0 10180 3
0 10181 3
0 10182 3
0 10183 3
0 10184 3
0 10185 3
0 10186 3
0 10262 3
0 10263 3
0 10264 3
0 10265 3
0 10266 3
0 10267 3
0 10268 3
0 10269 3
0 10270 3
0 10271 3
0 10272 3
0 10273 3
0 10344 3
0 10345 3
0 10346 3
0 10347 3
0 10348 3
0 10349 3
0 10350 3
0 10351 3
0 10352 3
0 10353 3
0 10354 3
0 10355 3
0 10356 3
0 10357 3
0 10358 3
0 10359 3
0 10360 3
0 10431 3
0 10432 3
0 10433 3
0 10434 3
0 10435 3
